event_index,timestamp,atm_id,amount,is_fraud,is_cw,risk_score,severity,confidence,mapping_confidence
784,2023-05-03 13:14:00,bbdf6837-aab...,35803.53,0,0,0.125,LOW,0.7218,0.9512
785,2023-05-03 13:28:00,9e342a67-6e2...,46904.95,0,0,0.125,LOW,0.7458,0.9512
786,2023-05-03 13:37:00,81697ea2-f5d...,2000.0,0,1,0.6149,HIGH,0.6997,0.9512
787,2023-05-03 13:41:00,59684263-0e0...,423.35,0,0,0.125,LOW,0.7378,0.9512
788,2023-05-03 13:43:00,8df3fb3f-36b...,499.06,0,0,0.125,LOW,0.7378,0.9512
789,2023-05-03 13:45:00,37d50aaa-0ca...,996.35,0,0,0.194,LOW,0.7003,0.9512
790,2023-05-03 13:49:00,3b1e5d03-563...,1904.46,0,0,0.125,LOW,0.7458,0.9512
791,2023-05-03 14:02:00,7af28f6a-7ed...,21745.48,0,0,0.125,LOW,0.7058,0.9512
792,2023-05-03 14:03:00,800f26bb-ab1...,155659.59,0,0,0.125,LOW,0.7058,0.9512
793,2023-05-03 14:05:00,6ded4d28-8bc...,138.93,0,0,0.2285,LOW,0.6372,0.9512
794,2023-05-03 14:11:00,7aee3f20-61f...,1694.72,0,0,0.1595,LOW,0.7153,0.9512
795,2023-05-03 14:17:00,81697ea2-f5d...,500.0,0,1,0.614,HIGH,0.6999,0.9512
796,2023-05-03 14:30:00,81697ea2-f5d...,5000.0,0,1,0.6131,HIGH,0.7,0.9512
797,2023-05-03 14:32:00,c991fb7a-f5c...,1300.97,0,0,0.125,LOW,0.7458,0.9512
798,2023-05-03 14:34:00,2ec2dfb2-193...,216.07,0,0,0.1595,LOW,0.7073,0.9512
799,2023-05-03 14:35:00,bbdf6837-aab...,43.27,0,0,0.125,LOW,0.7298,0.9512
800,2023-05-03 14:39:00,9e342a67-6e2...,4051.71,0,0,0.125,LOW,0.7458,0.9512
801,2023-05-03 14:39:00,5cbba4d0-3c5...,7302.08,0,0,0.125,LOW,0.7218,0.9512
802,2023-05-03 15:06:00,59684263-0e0...,2617.24,0,0,0.125,LOW,0.7458,0.9512
803,2023-05-03 15:08:00,8df3fb3f-36b...,130917.73,0,0,0.125,LOW,0.7458,0.9512
804,2023-05-03 15:09:00,37d50aaa-0ca...,619.93,0,0,0.194,LOW,0.7003,0.9512
805,2023-05-03 15:11:00,3b1e5d03-563...,1361.08,0,0,0.125,LOW,0.7458,0.9512
806,2023-05-03 15:16:00,7af28f6a-7ed...,1128.42,0,0,0.125,LOW,0.7138,0.9512
807,2023-05-03 15:18:00,800f26bb-ab1...,2206.82,0,0,0.125,LOW,0.7138,0.9512
808,2023-05-03 15:19:00,6ded4d28-8bc...,752.8,0,0,0.2285,LOW,0.6452,0.9512
809,2023-05-03 15:37:00,7aee3f20-61f...,1493.95,0,0,0.1595,LOW,0.7233,0.9512
810,2023-05-03 15:40:00,fceef9b3-981...,164.73,0,0,0.125,LOW,0.7458,0.9512
811,2023-05-03 15:44:00,81697ea2-f5d...,646.62,0,0,0.6113,HIGH,0.7003,0.9512
812,2023-05-03 15:46:00,c991fb7a-f5c...,20875.61,0,0,0.125,LOW,0.7458,0.9512
813,2023-05-03 15:49:00,2ec2dfb2-193...,85.74,0,0,0.1595,LOW,0.7153,0.9512
814,2023-05-03 15:51:00,81697ea2-f5d...,2000.0,0,1,0.6122,HIGH,0.7002,0.9512
815,2023-05-03 15:53:00,9e342a67-6e2...,3066.63,0,0,0.125,LOW,0.7458,0.9512
816,2023-05-03 15:54:00,5cbba4d0-3c5...,2115.79,0,0,0.125,LOW,0.7298,0.9512
817,2023-05-03 16:01:00,59684263-0e0...,4672.61,0,0,0.125,LOW,0.7458,0.9512
818,2023-05-03 16:16:00,8df3fb3f-36b...,922.4,0,0,0.125,LOW,0.7458,0.9512
819,2023-05-03 16:17:00,37d50aaa-0ca...,7564.4,0,0,0.194,LOW,0.7003,0.9512
820,2023-05-03 16:19:00,3b1e5d03-563...,1653.08,0,0,0.125,LOW,0.7458,0.9512
821,2023-05-03 16:22:00,81697ea2-f5d...,1000.0,0,1,0.6114,HIGH,0.7003,0.9512
822,2023-05-03 16:40:00,800f26bb-ab1...,891.03,0,0,0.125,LOW,0.7218,0.9512
823,2023-05-03 16:47:00,6ded4d28-8bc...,1212.87,0,0,0.2285,LOW,0.6532,0.9512
824,2023-05-03 16:55:00,7aee3f20-61f...,14658.67,0,0,0.1595,LOW,0.7233,0.9512
825,2023-05-03 16:58:00,fceef9b3-981...,676.74,0,0,0.125,LOW,0.7458,0.9512
826,2023-05-03 17:06:00,81697ea2-f5d...,1000.0,1,1,0.728,HIGH,0.9348,0.9512
827,2023-05-03 17:19:00,c991fb7a-f5c...,162.3,0,0,0.125,LOW,0.7458,0.9512
828,2023-05-03 17:24:00,2ec2dfb2-193...,175810.35,0,0,0.1595,LOW,0.7233,0.9512
829,2023-05-03 17:39:00,81697ea2-f5d...,2000.0,0,1,0.646,HIGH,0.6958,0.9512
830,2023-05-03 17:40:00,9e342a67-6e2...,217.14,0,0,0.125,LOW,0.7458,0.9512
831,2023-05-03 17:41:00,5cbba4d0-3c5...,5452.26,0,0,0.125,LOW,0.7378,0.9512
832,2023-05-03 17:46:00,81697ea2-f5d...,2000.0,0,1,0.6468,HIGH,0.6957,0.9512
833,2023-05-03 17:51:00,8df3fb3f-36b...,293.64,0,0,0.125,LOW,0.7458,0.9512
834,2023-05-03 17:57:00,37d50aaa-0ca...,619.46,0,0,0.194,LOW,0.7003,0.9512
835,2023-05-03 18:00:00,3b1e5d03-563...,131.22,0,0,0.125,LOW,0.7458,0.9512
836,2023-05-03 18:04:00,7af28f6a-7ed...,201.84,0,0,0.125,LOW,0.7218,0.9512
837,2023-05-03 18:05:00,81697ea2-f5d...,2000.0,0,1,0.6477,HIGH,0.6956,0.9512
838,2023-05-03 18:06:00,6ded4d28-8bc...,4186.38,0,0,0.2285,LOW,0.6612,0.9512
839,2023-05-03 18:09:00,81697ea2-f5d...,2000.0,0,1,0.6485,HIGH,0.6955,0.9512
840,2023-05-03 18:19:00,fceef9b3-981...,2015.51,0,0,0.125,LOW,0.7458,0.9512
841,2023-05-03 18:22:00,81697ea2-f5d...,16933.19,0,0,0.6436,HIGH,0.696,0.9512
842,2023-05-03 18:23:00,c991fb7a-f5c...,130488.4,0,0,0.125,LOW,0.7458,0.9512
843,2023-05-03 18:28:00,2ec2dfb2-193...,41305.83,0,0,0.1595,LOW,0.7233,0.9512
844,2023-05-03 18:31:00,bbdf6837-aab...,546.56,0,0,0.125,LOW,0.7378,0.9512
845,2023-05-03 18:36:00,9e342a67-6e2...,1320.55,0,0,0.125,LOW,0.7458,0.9512
846,2023-05-03 18:39:00,5cbba4d0-3c5...,2531.08,0,0,0.125,LOW,0.7458,0.9512
847,2023-05-03 18:42:00,59684263-0e0...,433.45,0,0,0.125,LOW,0.7458,0.9512
848,2023-05-03 18:43:00,8df3fb3f-36b...,2525.88,0,0,0.125,LOW,0.7458,0.9512
849,2023-05-03 18:47:00,37d50aaa-0ca...,2836.95,0,0,0.194,LOW,0.7003,0.9512
850,2023-05-03 18:59:00,81697ea2-f5d...,2000.0,0,1,0.6445,HIGH,0.6959,0.9512
851,2023-05-03 19:00:00,7af28f6a-7ed...,3471.78,0,0,0.125,LOW,0.7298,0.9512
852,2023-05-03 19:01:00,800f26bb-ab1...,229432.0,0,0,0.125,LOW,0.7298,0.9512
853,2023-05-03 19:01:00,6ded4d28-8bc...,20832.68,0,0,0.2285,LOW,0.6692,0.9512
854,2023-05-03 19:02:00,7aee3f20-61f...,181.81,0,0,0.1595,LOW,0.7233,0.9512
855,2023-05-03 19:05:00,81697ea2-f5d...,1000.0,0,1,0.6453,HIGH,0.6959,0.9512
856,2023-05-03 19:09:00,81697ea2-f5d...,1297.92,0,0,0.6453,HIGH,0.6959,0.9512
857,2023-05-03 19:12:00,c991fb7a-f5c...,1781.09,0,0,0.125,LOW,0.7458,0.9512
858,2023-05-03 19:17:00,2ec2dfb2-193...,33616.78,0,0,0.1595,LOW,0.7233,0.9512
859,2023-05-03 19:23:00,bbdf6837-aab...,157.46,0,0,0.125,LOW,0.7458,0.9512
860,2023-05-03 19:26:00,9e342a67-6e2...,14135.77,0,0,0.125,LOW,0.7458,0.9512
861,2023-05-03 19:37:00,5cbba4d0-3c5...,6403.67,0,0,0.125,LOW,0.7458,0.9512
862,2023-05-03 19:38:00,59684263-0e0...,324.23,0,0,0.125,LOW,0.7458,0.9512
863,2023-05-03 19:43:00,8df3fb3f-36b...,477537.04,0,0,0.125,LOW,0.7458,0.9512
864,2023-05-03 19:47:00,37d50aaa-0ca...,15608.14,0,0,0.194,LOW,0.7003,0.9512
865,2023-05-03 19:49:00,3b1e5d03-563...,3034.21,0,0,0.125,LOW,0.7458,0.9512
866,2023-05-03 19:53:00,7af28f6a-7ed...,1465.37,0,0,0.125,LOW,0.7378,0.9512
867,2023-05-03 19:57:00,800f26bb-ab1...,1244.34,0,0,0.125,LOW,0.7378,0.9512
868,2023-05-03 19:59:00,6ded4d28-8bc...,14509.1,0,0,0.2285,LOW,0.6772,0.9512
869,2023-05-03 20:00:00,7aee3f20-61f...,4055.95,0,0,0.1595,LOW,0.7233,0.9512
870,2023-05-03 20:01:00,fceef9b3-981...,3710.2,0,0,0.125,LOW,0.7458,0.9512
871,2023-05-03 20:05:00,81697ea2-f5d...,1498.41,0,0,0.6453,HIGH,0.6959,0.9512
872,2023-05-03 20:07:00,c991fb7a-f5c...,42344.42,0,0,0.125,LOW,0.7458,0.9512
873,2023-05-03 20:16:00,2ec2dfb2-193...,1067.8,0,0,0.1595,LOW,0.7233,0.9512
874,2023-05-03 20:18:00,bbdf6837-aab...,2252.55,1,0,0.2424,LOW,0.924,0.9512
875,2023-05-03 20:18:00,9e342a67-6e2...,2637.7,0,0,0.125,LOW,0.7458,0.9512
876,2023-05-03 20:30:00,5cbba4d0-3c5...,20885.74,0,0,0.125,LOW,0.7458,0.9512
877,2023-05-03 20:33:00,59684263-0e0...,4041.44,0,0,0.125,LOW,0.7458,0.9512
878,2023-05-03 20:36:00,8df3fb3f-36b...,39526.91,0,0,0.125,LOW,0.7458,0.9512
879,2023-05-03 20:40:00,37d50aaa-0ca...,3908.93,0,0,0.194,LOW,0.7003,0.9512
880,2023-05-03 20:51:00,3b1e5d03-563...,4505.89,0,0,0.125,LOW,0.7458,0.9512
881,2023-05-03 21:10:00,7af28f6a-7ed...,4090.41,0,0,0.125,LOW,0.7458,0.9512
882,2023-05-03 21:13:00,800f26bb-ab1...,2912.54,0,0,0.125,LOW,0.7458,0.9512
883,2023-05-03 21:28:00,6ded4d28-8bc...,1364.49,0,0,0.2285,LOW,0.6772,0.9512
884,2023-05-03 21:30:00,7aee3f20-61f...,14551.19,0,0,0.1595,LOW,0.7233,0.9512
885,2023-05-03 21:39:00,fceef9b3-981...,3124.62,0,0,0.125,LOW,0.7458,0.9512
886,2023-05-03 21:47:00,81697ea2-f5d...,750.51,0,0,0.6405,HIGH,0.6963,0.9512
887,2023-05-03 21:56:00,c991fb7a-f5c...,568.39,0,0,0.125,LOW,0.7458,0.9512
888,2023-05-03 22:06:00,2ec2dfb2-193...,534.87,0,0,0.2045,LOW,0.7233,0.9512
889,2023-05-03 22:08:00,bbdf6837-aab...,7098.97,0,0,0.2045,LOW,0.7233,0.9512
890,2023-05-03 22:10:00,9e342a67-6e2...,469.8,0,0,0.17,LOW,0.7458,0.9512
891,2023-05-03 22:12:00,5cbba4d0-3c5...,163614.24,0,0,0.17,LOW,0.7458,0.9512
892,2023-05-03 22:14:00,59684263-0e0...,1050.09,0,0,0.17,LOW,0.7458,0.9512
893,2023-05-03 22:18:00,8df3fb3f-36b...,5392.19,0,0,0.17,LOW,0.7458,0.9512
894,2023-05-03 22:26:00,37d50aaa-0ca...,722.32,0,0,0.239,LOW,0.7003,0.9512
895,2023-05-03 22:36:00,3b1e5d03-563...,886.25,0,0,0.17,LOW,0.7458,0.9512
896,2023-05-03 22:44:00,7af28f6a-7ed...,4379.07,0,0,0.17,LOW,0.7458,0.9512
897,2023-05-03 22:45:00,800f26bb-ab1...,253.63,0,0,0.17,LOW,0.7458,0.9512
898,2023-05-03 22:48:00,6ded4d28-8bc...,1783.47,0,0,0.2735,LOW,0.6772,0.9512
899,2023-05-03 22:50:00,7aee3f20-61f...,295.64,0,0,0.2045,LOW,0.7233,0.9512
900,2023-05-03 23:06:00,fceef9b3-981...,1779.34,0,0,0.17,LOW,0.7458,0.9512
901,2023-05-03 23:08:00,81697ea2-f5d...,28121.21,0,0,0.6824,HIGH,0.6966,0.9512
902,2023-05-03 23:10:00,c991fb7a-f5c...,1026.37,0,0,0.17,LOW,0.7458,0.9512
903,2023-05-03 23:16:00,2ec2dfb2-193...,8160.31,1,0,0.3219,MEDIUM,0.9044,0.9512
904,2023-05-03 23:18:00,81697ea2-f5d...,1000.0,0,1,0.6833,HIGH,0.6965,0.9512
905,2023-05-03 23:22:00,9e342a67-6e2...,381.31,0,0,0.17,LOW,0.7458,0.9512
906,2023-05-03 23:29:00,5cbba4d0-3c5...,324.03,0,0,0.17,LOW,0.7458,0.9512
907,2023-05-03 23:29:00,59684263-0e0...,8470.09,0,0,0.17,LOW,0.7458,0.9512
908,2023-05-03 23:36:00,81697ea2-f5d...,500.0,0,1,0.6842,HIGH,0.6964,0.9512
909,2023-05-03 23:41:00,37d50aaa-0ca...,537.72,0,0,0.239,LOW,0.7003,0.9512
910,2023-05-03 23:50:00,3b1e5d03-563...,507.24,0,0,0.17,LOW,0.7458,0.9512
911,2023-05-03 23:51:00,7af28f6a-7ed...,1577.86,0,0,0.17,LOW,0.7458,0.9512
912,2023-05-03 23:59:00,800f26bb-ab1...,10059.71,0,0,0.17,LOW,0.7458,0.9512
913,2023-05-04 00:03:00,6ded4d28-8bc...,1123.29,0,0,0.2735,LOW,0.6772,0.9512
914,2023-05-04 00:03:00,7aee3f20-61f...,544900.89,0,0,0.2045,LOW,0.7233,0.9512
915,2023-05-04 00:07:00,fceef9b3-981...,1492.74,0,0,0.17,LOW,0.7458,0.9512
916,2023-05-04 00:09:00,81697ea2-f5d...,140.91,0,0,0.6826,HIGH,0.6966,0.9512
917,2023-05-04 00:19:00,c991fb7a-f5c...,3270.43,0,0,0.17,LOW,0.7458,0.9512
918,2023-05-04 00:23:00,81697ea2-f5d...,5000.0,0,1,0.6835,HIGH,0.6965,0.9512
919,2023-05-04 00:27:00,bbdf6837-aab...,2688.11,0,0,0.2045,LOW,0.7233,0.9512
920,2023-05-04 00:29:00,9e342a67-6e2...,1739.81,0,0,0.17,LOW,0.7458,0.9512
921,2023-05-04 00:36:00,5cbba4d0-3c5...,34565.75,0,0,0.17,LOW,0.7458,0.9512
922,2023-05-04 00:38:00,59684263-0e0...,1259.93,0,0,0.17,LOW,0.7458,0.9512
923,2023-05-04 00:38:00,8df3fb3f-36b...,2131.11,0,0,0.17,LOW,0.7458,0.9512
924,2023-05-04 00:40:00,81697ea2-f5d...,2000.0,0,1,0.6828,HIGH,0.6965,0.9512
925,2023-05-04 00:44:00,3b1e5d03-563...,664.26,0,0,0.17,LOW,0.7458,0.9512
926,2023-05-04 00:54:00,7af28f6a-7ed...,456.31,0,0,0.17,LOW,0.7458,0.9512
927,2023-05-04 01:00:00,800f26bb-ab1...,186.18,0,0,0.17,LOW,0.7458,0.9512
928,2023-05-04 01:06:00,81697ea2-f5d...,1000.0,0,1,0.6822,HIGH,0.6966,0.9512
929,2023-05-04 01:08:00,7aee3f20-61f...,239.35,0,0,0.2045,LOW,0.7233,0.9512
930,2023-05-04 01:15:00,81697ea2-f5d...,2000.0,0,1,0.6831,HIGH,0.6965,0.9512
931,2023-05-04 01:17:00,81697ea2-f5d...,89.35,0,0,0.6831,HIGH,0.6965,0.9512
932,2023-05-04 01:20:00,c991fb7a-f5c...,230.37,0,0,0.17,LOW,0.7458,0.9512
933,2023-05-04 01:23:00,2ec2dfb2-193...,7328.49,0,0,0.239,LOW,0.7003,0.9512
934,2023-05-04 01:34:00,81697ea2-f5d...,1000.0,0,1,0.6824,HIGH,0.6966,0.9512
935,2023-05-04 02:04:00,9e342a67-6e2...,17404.32,0,0,0.17,LOW,0.7458,0.9512
936,2023-05-04 02:09:00,5cbba4d0-3c5...,113798.53,0,0,0.17,LOW,0.7458,0.9512
937,2023-05-04 02:12:00,59684263-0e0...,9128.52,0,0,0.17,LOW,0.7458,0.9512
938,2023-05-04 02:24:00,8df3fb3f-36b...,78988.56,0,0,0.17,LOW,0.7458,0.9512
939,2023-05-04 02:41:00,37d50aaa-0ca...,23255.9,0,0,0.239,LOW,0.7003,0.9512
940,2023-05-04 02:43:00,3b1e5d03-563...,319.52,0,0,0.17,LOW,0.7458,0.9512
941,2023-05-04 02:47:00,81697ea2-f5d...,2000.0,0,1,0.6789,HIGH,0.6968,0.9512
942,2023-05-04 02:47:00,800f26bb-ab1...,629.19,0,0,0.17,LOW,0.7458,0.9512
943,2023-05-04 02:48:00,6ded4d28-8bc...,2127.06,0,0,0.2735,LOW,0.6772,0.9512
944,2023-05-04 02:49:00,7aee3f20-61f...,2671.24,0,0,0.2045,LOW,0.7233,0.9512
945,2023-05-04 02:55:00,fceef9b3-981...,1295.61,0,0,0.17,LOW,0.7458,0.9512
946,2023-05-04 02:57:00,81697ea2-f5d...,1000.0,0,1,0.6798,HIGH,0.6968,0.9512
947,2023-05-04 02:59:00,c991fb7a-f5c...,776.09,0,0,0.17,LOW,0.7458,0.9512
948,2023-05-04 03:02:00,2ec2dfb2-193...,42.29,0,0,0.239,LOW,0.7003,0.9512
949,2023-05-04 03:17:00,bbdf6837-aab...,339.27,0,0,0.2045,LOW,0.7233,0.9512
950,2023-05-04 03:18:00,9e342a67-6e2...,815.54,0,0,0.17,LOW,0.7458,0.9512
951,2023-05-04 03:22:00,5cbba4d0-3c5...,7926.48,0,0,0.17,LOW,0.7458,0.9512
952,2023-05-04 03:35:00,59684263-0e0...,371.24,0,0,0.17,LOW,0.7458,0.9512
953,2023-05-04 03:52:00,8df3fb3f-36b...,1636.87,0,0,0.17,LOW,0.7458,0.9512
954,2023-05-04 04:02:00,37d50aaa-0ca...,2042.37,0,0,0.239,LOW,0.7003,0.9512
955,2023-05-04 04:04:00,3b1e5d03-563...,2053.99,0,0,0.17,LOW,0.7458,0.9512
956,2023-05-04 04:04:00,7af28f6a-7ed...,3387.35,0,0,0.17,LOW,0.7458,0.9512
957,2023-05-04 04:09:00,800f26bb-ab1...,3493.22,0,0,0.17,LOW,0.7458,0.9512
958,2023-05-04 04:10:00,81697ea2-f5d...,2000.0,0,1,0.6806,HIGH,0.6967,0.9512
959,2023-05-04 04:22:00,7aee3f20-61f...,1191.64,0,0,0.2045,LOW,0.7233,0.9512
960,2023-05-04 04:28:00,fceef9b3-981...,155487.01,0,0,0.17,LOW,0.7458,0.9512
961,2023-05-04 04:49:00,81697ea2-f5d...,118.95,0,0,0.6778,HIGH,0.6969,0.9512
962,2023-05-04 04:55:00,c991fb7a-f5c...,697.53,0,0,0.17,LOW,0.7458,0.9512
963,2023-05-04 04:56:00,2ec2dfb2-193...,499.82,0,0,0.239,LOW,0.7003,0.9512
964,2023-05-04 04:56:00,bbdf6837-aab...,58.52,0,0,0.2045,LOW,0.7233,0.9512
965,2023-05-04 05:02:00,9e342a67-6e2...,51.03,0,0,0.125,LOW,0.7458,0.9512
966,2023-05-04 05:03:00,5cbba4d0-3c5...,1711.04,0,0,0.125,LOW,0.7458,0.9512
967,2023-05-04 05:05:00,81697ea2-f5d...,1000.0,0,1,0.6337,HIGH,0.6968,0.9512
968,2023-05-04 05:26:00,8df3fb3f-36b...,21420.22,0,0,0.125,LOW,0.7458,0.9512
969,2023-05-04 05:29:00,37d50aaa-0ca...,558.29,0,0,0.194,LOW,0.7003,0.9512
970,2023-05-04 05:32:00,3b1e5d03-563...,14684.88,0,0,0.125,LOW,0.7458,0.9512
971,2023-05-04 05:36:00,7af28f6a-7ed...,826.41,0,0,0.125,LOW,0.7458,0.9512
972,2023-05-04 05:36:00,800f26bb-ab1...,3135.54,0,0,0.125,LOW,0.7458,0.9512
973,2023-05-04 05:38:00,6ded4d28-8bc...,24517.7,0,0,0.2285,LOW,0.6772,0.9512
974,2023-05-04 05:41:00,7aee3f20-61f...,599.42,0,0,0.1595,LOW,0.7233,0.9512
975,2023-05-04 05:43:00,fceef9b3-981...,22693.04,0,0,0.125,LOW,0.7458,0.9512
976,2023-05-04 05:47:00,81697ea2-f5d...,940.84,0,0,0.6266,HIGH,0.6972,0.9512
977,2023-05-04 05:49:00,c991fb7a-f5c...,1942.71,0,0,0.125,LOW,0.7458,0.9512
978,2023-05-04 05:53:00,2ec2dfb2-193...,1176.08,0,0,0.194,LOW,0.7003,0.9512
979,2023-05-04 06:00:00,bbdf6837-aab...,512.24,0,0,0.1595,LOW,0.7233,0.9512
980,2023-05-04 06:10:00,9e342a67-6e2...,223.99,0,0,0.125,LOW,0.7458,0.9512
981,2023-05-04 06:11:00,5cbba4d0-3c5...,2017.23,0,0,0.125,LOW,0.7458,0.9512
982,2023-05-04 06:13:00,59684263-0e0...,1890.83,0,0,0.125,LOW,0.7458,0.9512
983,2023-05-04 06:14:00,8df3fb3f-36b...,1000.86,0,0,0.125,LOW,0.7458,0.9512
984,2023-05-04 06:33:00,37d50aaa-0ca...,285.3,0,0,0.194,LOW,0.7003,0.9512
985,2023-05-04 06:35:00,81697ea2-f5d...,2000.0,0,1,0.6275,HIGH,0.6971,0.9512
986,2023-05-04 06:42:00,7af28f6a-7ed...,1283.69,0,0,0.125,LOW,0.7458,0.9512
987,2023-05-04 06:43:00,800f26bb-ab1...,2116.39,0,0,0.125,LOW,0.7458,0.9512
988,2023-05-04 06:48:00,6ded4d28-8bc...,40031.96,0,0,0.2285,LOW,0.6772,0.9512
989,2023-05-04 06:49:00,7aee3f20-61f...,506.98,0,0,0.1595,LOW,0.7233,0.9512
990,2023-05-04 06:49:00,fceef9b3-981...,289.22,0,0,0.125,LOW,0.7458,0.9512
991,2023-05-04 06:50:00,81697ea2-f5d...,185922.76,0,0,0.6275,HIGH,0.6971,0.9512
992,2023-05-04 06:52:00,c991fb7a-f5c...,3787.35,0,0,0.125,LOW,0.7458,0.9512
993,2023-05-04 07:00:00,2ec2dfb2-193...,289.26,0,0,0.194,LOW,0.7003,0.9512
994,2023-05-04 07:05:00,bbdf6837-aab...,524.09,0,0,0.1595,LOW,0.7233,0.9512
995,2023-05-04 07:07:00,81697ea2-f5d...,5000.0,0,1,0.6256,HIGH,0.6972,0.9512
996,2023-05-04 07:07:00,5cbba4d0-3c5...,1313.36,0,0,0.125,LOW,0.7458,0.9512
997,2023-05-04 07:15:00,59684263-0e0...,4664.0,0,0,0.125,LOW,0.7458,0.9512
998,2023-05-04 07:18:00,8df3fb3f-36b...,959.85,0,0,0.125,LOW,0.7458,0.9512
999,2023-05-04 07:20:00,81697ea2-f5d...,2000.0,0,1,0.6265,HIGH,0.6972,0.9512
1000,2023-05-04 07:20:00,3b1e5d03-563...,515.05,0,0,0.125,LOW,0.7458,0.9512
